cow_part,ambient_temp,humidity,mean_temp,max_temp,frame_std,sample_folder,delta_mean,delta_max,lactation,health_state,season
etc,17.0,82.9,23.754585170581255,26.244585170581253,2.9635981709061188,etc_10,6.754585170581254,9.244585170581253,1,healthy,winter
etc,17.0,82.9,23.754585170581255,26.244585170581253,2.9635981709061188,etc_10,6.754585170581254,9.244585170581253,1,healthy,winter
etc,17.0,82.9,24.31825871887726,26.244585170581253,3.259957987996731,etc_10,7.31825871887726,9.244585170581253,1,healthy,spring
etc,17.0,82.9,24.31825871887726,26.244585170581253,3.259957987996731,etc_10,7.31825871887726,9.244585170581253,1,healthy,spring
etc,17.0,82.9,24.31825871887726,26.244585170581253,3.259957987996731,etc_10,7.31825871887726,9.244585170581253,1,healthy,spring
etc,17.0,82.9,24.31825871887726,26.244585170581253,3.259957987996731,etc_10,7.31825871887726,9.244585170581253,1,healthy,spring
etc,17.0,82.9,24.79712282558303,26.244585170581253,3.7044977136326485,etc_10,7.797122825583033,9.244585170581253,1,healthy,summer
etc,17.0,82.9,24.79712282558303,26.244585170581253,3.7044977136326485,etc_10,7.797122825583033,9.244585170581253,1,healthy,summer
etc,17.0,82.9,24.79712282558303,26.244585170581253,3.7044977136326485,etc_10,7.797122825583033,9.244585170581253,1,healthy,summer
etc,17.0,82.9,24.79712282558303,26.244585170581253,3.7044977136326485,etc_10,7.797122825583033,9.244585170581253,1,healthy,summer
etc,16.9,83.7,22.97309813451203,26.343098134512026,3.0794551004297097,etc_11,6.07309813451203,9.443098134512027,1,healthy,winter
etc,16.9,83.7,22.97309813451203,26.343098134512026,3.0794551004297097,etc_11,6.07309813451203,9.443098134512027,1,healthy,winter
etc,16.9,83.7,22.97309813451203,26.343098134512026,3.0794551004297097,etc_11,6.07309813451203,9.443098134512027,1,healthy,winter
etc,16.9,83.7,22.97309813451203,26.343098134512026,3.0794551004297097,etc_11,6.07309813451203,9.443098134512027,1,healthy,winter
etc,16.9,83.7,23.440018405347207,26.343098134512026,3.387400610472681,etc_11,6.540018405347208,9.443098134512027,1,healthy,spring
etc,16.9,83.7,23.440018405347207,26.343098134512026,3.387400610472681,etc_11,6.540018405347208,9.443098134512027,1,healthy,spring
etc,16.9,83.7,23.440018405347207,26.343098134512026,3.387400610472681,etc_11,6.540018405347208,9.443098134512027,1,healthy,spring
etc,16.9,83.7,23.440018405347207,26.343098134512026,3.387400610472681,etc_11,6.540018405347208,9.443098134512027,1,healthy,spring
etc,16.9,83.7,24.450354841847357,26.343098134512026,3.8493188755371373,etc_11,7.550354841847357,9.443098134512027,1,healthy,summer
etc,16.9,83.7,24.450354841847357,26.343098134512026,3.8493188755371373,etc_11,7.550354841847357,9.443098134512027,1,healthy,summer
etc,16.9,83.7,24.450354841847357,26.343098134512026,3.8493188755371373,etc_11,7.550354841847357,9.443098134512027,1,healthy,summer
etc,16.9,83.7,24.450354841847357,26.343098134512026,3.8493188755371373,etc_11,7.550354841847357,9.443098134512027,1,healthy,summer
etc,16.8,84.2,22.35311129940854,24.85311129940854,2.899333675396989,etc_12,5.5531112994085365,8.053111299408537,1,healthy,winter
etc,16.8,84.2,22.35311129940854,24.85311129940854,2.899333675396989,etc_12,5.5531112994085365,8.053111299408537,1,healthy,winter
etc,16.8,84.2,22.35311129940854,24.85311129940854,2.899333675396989,etc_12,5.5531112994085365,8.053111299408537,1,healthy,winter
etc,16.8,84.2,22.35311129940854,24.85311129940854,2.899333675396989,etc_12,5.5531112994085365,8.053111299408537,1,healthy,winter
etc,16.8,84.2,22.820402950154524,24.85311129940854,3.189267042936688,etc_12,6.020402950154521,8.053111299408537,1,healthy,spring
etc,16.8,84.2,22.820402950154524,24.85311129940854,3.189267042936688,etc_12,6.020402950154521,8.053111299408537,1,healthy,spring
etc,16.8,84.2,22.820402950154524,24.85311129940854,3.189267042936688,etc_12,6.020402950154521,8.053111299408537,1,healthy,spring
etc,16.8,84.2,22.820402950154524,24.85311129940854,3.189267042936688,etc_12,6.020402950154521,8.053111299408537,1,healthy,spring
etc,16.8,84.2,23.761692105801252,24.85311129940854,3.624167094246236,etc_12,6.961692105801251,8.053111299408537,1,healthy,summer
etc,16.8,84.2,23.761692105801252,24.85311129940854,3.624167094246236,etc_12,6.961692105801251,8.053111299408537,1,healthy,summer
etc,16.8,84.2,23.761692105801252,24.85311129940854,3.624167094246236,etc_12,6.961692105801251,8.053111299408537,1,healthy,summer
etc,16.8,84.2,23.761692105801252,24.85311129940854,3.624167094246236,etc_12,6.961692105801251,8.053111299408537,1,healthy,summer
etc,16.8,84.2,22.022838049655384,25.302838049655385,2.9250503176644966,etc_13,5.222838049655382,8.502838049655383,1,healthy,winter
etc,16.8,84.2,22.022838049655384,25.302838049655385,2.9250503176644966,etc_13,5.222838049655382,8.502838049655383,1,healthy,winter
etc,16.8,84.2,22.022838049655384,25.302838049655385,2.9250503176644966,etc_13,5.222838049655382,8.502838049655383,1,healthy,winter
etc,16.8,84.2,22.022838049655384,25.302838049655385,2.9250503176644966,etc_13,5.222838049655382,8.502838049655383,1,healthy,winter
etc,16.8,84.2,22.45077754179836,25.302838049655385,3.2175553494309463,etc_13,5.650777541798359,8.502838049655383,1,healthy,spring
etc,16.8,84.2,22.45077754179836,25.302838049655385,3.2175553494309463,etc_13,5.650777541798359,8.502838049655383,1,healthy,spring
etc,16.8,84.2,22.45077754179836,25.302838049655385,3.2175553494309463,etc_13,5.650777541798359,8.502838049655383,1,healthy,spring
etc,16.8,84.2,22.45077754179836,25.302838049655385,3.2175553494309463,etc_13,5.650777541798359,8.502838049655383,1,healthy,spring
etc,16.8,84.2,23.184853112929712,25.302838049655385,3.6563128970806207,etc_13,6.384853112929711,8.502838049655383,1,healthy,summer
etc,16.8,84.2,23.184853112929712,25.302838049655385,3.6563128970806207,etc_13,6.384853112929711,8.502838049655383,1,healthy,summer
etc,16.8,84.2,23.184853112929712,25.302838049655385,3.6563128970806207,etc_13,6.384853112929711,8.502838049655383,1,healthy,summer
etc,16.8,84.2,23.184853112929712,25.302838049655385,3.6563128970806207,etc_13,6.384853112929711,8.502838049655383,1,healthy,summer
etc,16.9,84.4,21.95056280007552,25.04056280007552,2.787781527318466,etc_14,5.0505628000755225,8.140562800075521,1,healthy,winter
etc,16.9,84.4,21.95056280007552,25.04056280007552,2.787781527318466,etc_14,5.0505628000755225,8.140562800075521,1,healthy,winter
etc,16.9,84.4,21.95056280007552,25.04056280007552,2.787781527318466,etc_14,5.0505628000755225,8.140562800075521,1,healthy,winter
etc,16.9,84.4,21.95056280007552,25.04056280007552,2.787781527318466,etc_14,5.0505628000755225,8.140562800075521,1,healthy,winter
etc,16.9,84.4,22.4697843129167,25.04056280007552,3.0665596800503128,etc_14,5.569784312916704,8.140562800075521,1,healthy,spring
etc,16.9,84.4,22.4697843129167,25.04056280007552,3.0665596800503128,etc_14,5.569784312916704,8.140562800075521,1,healthy,spring
etc,16.9,84.4,22.4697843129167,25.04056280007552,3.0665596800503128,etc_14,5.569784312916704,8.140562800075521,1,healthy,spring
etc,16.9,84.4,22.4697843129167,25.04056280007552,3.0665596800503128,etc_14,5.569784312916704,8.140562800075521,1,healthy,spring
etc,16.9,84.4,23.14905469820253,25.04056280007552,3.4847269091480824,etc_14,6.2490546982025315,8.140562800075521,1,healthy,summer
etc,16.9,84.4,23.14905469820253,25.04056280007552,3.4847269091480824,etc_14,6.2490546982025315,8.140562800075521,1,healthy,summer
etc,16.9,84.4,23.14905469820253,25.04056280007552,3.4847269091480824,etc_14,6.2490546982025315,8.140562800075521,1,healthy,summer
etc,16.9,84.4,23.14905469820253,25.04056280007552,3.4847269091480824,etc_14,6.2490546982025315,8.140562800075521,1,healthy,summer
etc,16.9,84.4,22.909367446457885,25.669367446457887,3.0048985236290027,etc_15,6.009367446457887,8.769367446457888,1,healthy,winter
etc,16.9,84.4,22.909367446457885,25.669367446457887,3.0048985236290027,etc_15,6.009367446457887,8.769367446457888,1,healthy,winter
etc,16.9,84.4,22.909367446457885,25.669367446457887,3.0048985236290027,etc_15,6.009367446457887,8.769367446457888,1,healthy,winter
etc,16.9,84.4,22.909367446457885,25.669367446457887,3.0048985236290027,etc_15,6.009367446457887,8.769367446457888,1,healthy,winter
etc,16.9,84.4,23.359719880122178,25.669367446457887,3.305388375991903,etc_15,6.45971988012218,8.769367446457888,1,healthy,spring
etc,16.9,84.4,23.359719880122178,25.669367446457887,3.305388375991903,etc_15,6.45971988012218,8.769367446457888,1,healthy,spring
etc,16.9,84.4,23.359719880122178,25.669367446457887,3.305388375991903,etc_15,6.45971988012218,8.769367446457888,1,healthy,spring
etc,16.9,84.4,23.359719880122178,25.669367446457887,3.305388375991903,etc_15,6.45971988012218,8.769367446457888,1,healthy,spring
etc,16.9,84.4,24.321728687785868,25.669367446457887,3.7561231545362532,etc_15,7.42172868778587,8.769367446457888,1,healthy,summer
etc,16.9,84.4,24.321728687785868,25.669367446457887,3.7561231545362532,etc_15,7.42172868778587,8.769367446457888,1,healthy,summer
etc,16.9,84.4,24.321728687785868,25.669367446457887,3.7561231545362532,etc_15,7.42172868778587,8.769367446457888,1,healthy,summer
etc,16.9,84.4,24.321728687785868,25.669367446457887,3.7561231545362532,etc_15,7.42172868778587,8.769367446457888,1,healthy,summer
etc,17.3,85.4,21.974383852618686,25.094383852618687,2.9218207189352143,etc_16,4.674383852618686,7.794383852618687,1,healthy,winter
etc,17.3,85.4,21.974383852618686,25.094383852618687,2.9218207189352143,etc_16,4.674383852618686,7.794383852618687,1,healthy,winter
etc,17.3,85.4,21.974383852618686,25.094383852618687,2.9218207189352143,etc_16,4.674383852618686,7.794383852618687,1,healthy,winter
etc,17.3,85.4,21.974383852618686,25.094383852618687,2.9218207189352143,etc_16,4.674383852618686,7.794383852618687,1,healthy,winter
etc,17.3,85.4,22.386401232694222,25.094383852618687,3.214002790828736,etc_16,5.086401232694222,7.794383852618687,1,healthy,spring
etc,17.3,85.4,22.386401232694222,25.094383852618687,3.214002790828736,etc_16,5.086401232694222,7.794383852618687,1,healthy,spring
etc,17.3,85.4,22.386401232694222,25.094383852618687,3.214002790828736,etc_16,5.086401232694222,7.794383852618687,1,healthy,spring
etc,17.3,85.4,22.386401232694222,25.094383852618687,3.214002790828736,etc_16,5.086401232694222,7.794383852618687,1,healthy,spring
etc,17.3,85.4,23.23882987816403,25.094383852618687,3.652275898669018,etc_16,5.938829878164029,7.794383852618687,1,healthy,summer
etc,17.3,85.4,23.23882987816403,25.094383852618687,3.652275898669018,etc_16,5.938829878164029,7.794383852618687,1,healthy,summer
etc,17.3,85.4,23.23882987816403,25.094383852618687,3.652275898669018,etc_16,5.938829878164029,7.794383852618687,1,healthy,summer
etc,17.3,85.4,23.23882987816403,25.094383852618687,3.652275898669018,etc_16,5.938829878164029,7.794383852618687,1,healthy,summer
etc,17.4,83.8,21.90077943526243,25.18077943526243,2.7307685074784667,etc_17,4.500779435262429,7.78077943526243,1,healthy,winter
etc,17.4,83.8,21.90077943526243,25.18077943526243,2.7307685074784667,etc_17,4.500779435262429,7.78077943526243,1,healthy,winter
etc,17.4,83.8,21.90077943526243,25.18077943526243,2.7307685074784667,etc_17,4.500779435262429,7.78077943526243,1,healthy,winter
etc,17.4,83.8,21.90077943526243,25.18077943526243,2.7307685074784667,etc_17,4.500779435262429,7.78077943526243,1,healthy,winter
etc,17.4,83.8,22.449585331372848,25.18077943526243,3.0038453582263136,etc_17,5.04958533137285,7.78077943526243,1,healthy,spring
etc,17.4,83.8,22.449585331372848,25.18077943526243,3.0038453582263136,etc_17,5.04958533137285,7.78077943526243,1,healthy,spring
etc,17.4,83.8,22.449585331372848,25.18077943526243,3.0038453582263136,etc_17,5.04958533137285,7.78077943526243,1,healthy,spring
etc,17.4,83.8,22.449585331372848,25.18077943526243,3.0038453582263136,etc_17,5.04958533137285,7.78077943526243,1,healthy,spring
etc,17.4,83.8,23.014510034995638,25.18077943526243,3.413460634348083,etc_17,5.61451003499564,7.78077943526243,1,healthy,summer
etc,17.4,83.8,23.014510034995638,25.18077943526243,3.413460634348083,etc_17,5.61451003499564,7.78077943526243,1,healthy,summer
etc,17.4,83.8,23.014510034995638,25.18077943526243,3.413460634348083,etc_17,5.61451003499564,7.78077943526243,1,healthy,summer
etc,17.4,83.8,23.014510034995638,25.18077943526243,3.413460634348083,etc_17,5.61451003499564,7.78077943526243,1,healthy,summer
etc,17.5,83.8,21.89448029020863,24.904480290208628,2.5677388519871855,etc_18,4.39448029020863,7.404480290208628,1,healthy,winter
etc,17.5,83.8,21.89448029020863,24.904480290208628,2.5677388519871855,etc_18,4.39448029020863,7.404480290208628,1,healthy,winter
etc,17.5,83.8,21.89448029020863,24.904480290208628,2.5677388519871855,etc_18,4.39448029020863,7.404480290208628,1,healthy,winter
etc,17.5,83.8,21.89448029020863,24.904480290208628,2.5677388519871855,etc_18,4.39448029020863,7.404480290208628,1,healthy,winter
etc,17.5,83.8,22.48285584668303,24.904480290208628,2.8245127371859042,etc_18,4.982855846683031,7.404480290208628,1,healthy,spring
etc,17.5,83.8,22.48285584668303,24.904480290208628,2.8245127371859042,etc_18,4.982855846683031,7.404480290208628,1,healthy,spring
etc,17.5,83.8,22.48285584668303,24.904480290208628,2.8245127371859042,etc_18,4.982855846683031,7.404480290208628,1,healthy,spring
etc,17.5,83.8,22.48285584668303,24.904480290208628,2.8245127371859042,etc_18,4.982855846683031,7.404480290208628,1,healthy,spring
etc,17.5,83.8,23.196232437355405,24.904480290208628,3.209673564983982,etc_18,5.696232437355405,7.404480290208628,1,healthy,summer
etc,17.5,83.8,23.196232437355405,24.904480290208628,3.209673564983982,etc_18,5.696232437355405,7.404480290208628,1,healthy,summer
etc,17.5,83.8,23.196232437355405,24.904480290208628,3.209673564983982,etc_18,5.696232437355405,7.404480290208628,1,healthy,summer
etc,17.5,83.8,23.196232437355405,24.904480290208628,3.209673564983982,etc_18,5.696232437355405,7.404480290208628,1,healthy,summer
etc,17.6,83.4,23.663963293008837,26.643963293008838,3.4491248321639065,etc_19,6.063963293008837,9.043963293008837,1,healthy,winter
etc,17.6,83.4,23.663963293008837,26.643963293008838,3.4491248321639065,etc_19,6.063963293008837,9.043963293008837,1,healthy,winter
etc,17.6,83.4,23.663963293008837,26.643963293008838,3.4491248321639065,etc_19,6.063963293008837,9.043963293008837,1,healthy,winter
etc,17.6,83.4,23.663963293008837,26.643963293008838,3.4491248321639065,etc_19,6.063963293008837,9.043963293008837,1,healthy,winter
etc,17.6,83.4,24.109142458175125,26.643963293008838,3.7940373153802973,etc_19,6.509142458175123,9.043963293008837,1,healthy,spring
etc,17.6,83.4,24.109142458175125,26.643963293008838,3.7940373153802973,etc_19,6.509142458175123,9.043963293008837,1,healthy,spring
etc,17.6,83.4,24.109142458175125,26.643963293008838,3.7940373153802973,etc_19,6.509142458175123,9.043963293008837,1,healthy,spring
etc,17.6,83.4,24.109142458175125,26.643963293008838,3.7940373153802973,etc_19,6.509142458175123,9.043963293008837,1,healthy,spring
etc,17.6,83.4,25.035236593983573,26.643963293008838,4.311406040204883,etc_19,7.435236593983571,9.043963293008837,1,healthy,summer
etc,17.6,83.4,25.035236593983573,26.643963293008838,4.311406040204883,etc_19,7.435236593983571,9.043963293008837,1,healthy,summer
etc,17.6,83.4,25.035236593983573,26.643963293008838,4.311406040204883,etc_19,7.435236593983571,9.043963293008837,1,healthy,summer
etc,17.6,83.4,25.035236593983573,26.643963293008838,4.311406040204883,etc_19,7.435236593983571,9.043963293008837,1,healthy,summer
etc,17.7,81.0,23.123237637091172,25.323237637091175,2.9262911141136443,etc_2,5.423237637091175,7.623237637091174,1,healthy,winter
etc,17.7,81.0,23.123237637091172,25.323237637091175,2.9262911141136443,etc_2,5.423237637091175,7.623237637091174,1,healthy,winter
etc,17.7,81.0,23.123237637091172,25.323237637091175,2.9262911141136443,etc_2,5.423237637091175,7.623237637091174,1,healthy,winter
etc,17.7,81.0,23.123237637091172,25.323237637091175,2.9262911141136443,etc_2,5.423237637091175,7.623237637091174,1,healthy,winter
etc,17.7,81.0,23.65829750594833,25.323237637091175,3.218920225525009,etc_2,5.958297505948331,7.623237637091174,1,healthy,spring
etc,17.7,81.0,23.65829750594833,25.323237637091175,3.218920225525009,etc_2,5.958297505948331,7.623237637091174,1,healthy,spring
etc,17.7,81.0,23.65829750594833,25.323237637091175,3.218920225525009,etc_2,5.958297505948331,7.623237637091174,1,healthy,spring
etc,17.7,81.0,23.65829750594833,25.323237637091175,3.218920225525009,etc_2,5.958297505948331,7.623237637091174,1,healthy,spring
etc,17.7,81.0,24.12913304846728,25.323237637091175,3.6578638926420552,etc_2,6.429133048467284,7.623237637091174,1,healthy,summer
etc,17.7,81.0,24.12913304846728,25.323237637091175,3.6578638926420552,etc_2,6.429133048467284,7.623237637091174,1,healthy,summer
etc,17.7,81.0,24.12913304846728,25.323237637091175,3.6578638926420552,etc_2,6.429133048467284,7.623237637091174,1,healthy,summer
etc,17.7,81.0,24.12913304846728,25.323237637091175,3.6578638926420552,etc_2,6.429133048467284,7.623237637091174,1,healthy,summer
etc,17.6,83.4,22.304047017252156,25.424047017252157,2.6657609216240705,etc_20,4.7040470172521545,7.8240470172521555,1,healthy,winter
etc,17.6,83.4,22.304047017252156,25.424047017252157,2.6657609216240705,etc_20,4.7040470172521545,7.8240470172521555,1,healthy,winter
etc,17.6,83.4,22.304047017252156,25.424047017252157,2.6657609216240705,etc_20,4.7040470172521545,7.8240470172521555,1,healthy,winter
etc,17.6,83.4,22.304047017252156,25.424047017252157,2.6657609216240705,etc_20,4.7040470172521545,7.8240470172521555,1,healthy,winter
etc,17.6,83.4,22.890766162626548,25.424047017252157,2.9323370137864777,etc_20,5.290766162626548,7.8240470172521555,1,healthy,spring
etc,17.6,83.4,22.890766162626548,25.424047017252157,2.9323370137864777,etc_20,5.290766162626548,7.8240470172521555,1,healthy,spring
etc,17.6,83.4,22.890766162626548,25.424047017252157,2.9323370137864777,etc_20,5.290766162626548,7.8240470172521555,1,healthy,spring
etc,17.6,83.4,22.890766162626548,25.424047017252157,2.9323370137864777,etc_20,5.290766162626548,7.8240470172521555,1,healthy,spring
etc,17.6,83.4,23.32166184110763,25.424047017252157,3.332201152030088,etc_20,5.721661841107629,7.8240470172521555,1,healthy,summer
etc,17.6,83.4,23.32166184110763,25.424047017252157,3.332201152030088,etc_20,5.721661841107629,7.8240470172521555,1,healthy,summer
etc,17.6,83.4,23.32166184110763,25.424047017252157,3.332201152030088,etc_20,5.721661841107629,7.8240470172521555,1,healthy,summer
etc,17.6,83.4,23.32166184110763,25.424047017252157,3.332201152030088,etc_20,5.721661841107629,7.8240470172521555,1,healthy,summer
etc,17.8,81.6,22.46541172422391,25.64541172422391,3.048029040387866,etc_21,4.665411724223907,7.845411724223907,1,healthy,winter
etc,17.8,81.6,22.46541172422391,25.64541172422391,3.048029040387866,etc_21,4.665411724223907,7.845411724223907,1,healthy,winter
etc,17.8,81.6,22.46541172422391,25.64541172422391,3.048029040387866,etc_21,4.665411724223907,7.845411724223907,1,healthy,winter
etc,17.8,81.6,22.46541172422391,25.64541172422391,3.048029040387866,etc_21,4.665411724223907,7.845411724223907,1,healthy,winter
etc,17.8,81.6,22.884645833717958,25.64541172422391,3.352831944426653,etc_21,5.084645833717956,7.845411724223907,1,healthy,spring
etc,17.8,81.6,22.884645833717958,25.64541172422391,3.352831944426653,etc_21,5.084645833717956,7.845411724223907,1,healthy,spring
etc,17.8,81.6,22.884645833717958,25.64541172422391,3.352831944426653,etc_21,5.084645833717956,7.845411724223907,1,healthy,spring
etc,17.8,81.6,22.884645833717958,25.64541172422391,3.352831944426653,etc_21,5.084645833717956,7.845411724223907,1,healthy,spring
etc,17.8,81.6,23.849015754296722,25.64541172422391,3.8100363004848328,etc_21,6.049015754296721,7.845411724223907,1,healthy,summer
etc,17.8,81.6,23.849015754296722,25.64541172422391,3.8100363004848328,etc_21,6.049015754296721,7.845411724223907,1,healthy,summer
etc,17.8,81.6,23.849015754296722,25.64541172422391,3.8100363004848328,etc_21,6.049015754296721,7.845411724223907,1,healthy,summer
etc,17.8,81.6,23.849015754296722,25.64541172422391,3.8100363004848328,etc_21,6.049015754296721,7.845411724223907,1,healthy,summer
etc,17.9,81.3,24.084890296848172,26.744890296848176,3.086319356127342,etc_22,6.184890296848176,8.844890296848176,1,healthy,winter
etc,17.9,81.3,24.084890296848172,26.744890296848176,3.086319356127342,etc_22,6.184890296848176,8.844890296848176,1,healthy,winter
etc,17.9,81.3,24.084890296848172,26.744890296848176,3.086319356127342,etc_22,6.184890296848176,8.844890296848176,1,healthy,winter
etc,17.9,81.3,24.084890296848172,26.744890296848176,3.086319356127342,etc_22,6.184890296848176,8.844890296848176,1,healthy,winter
etc,17.9,81.3,24.575890458533877,26.744890296848176,3.3949512917400764,etc_22,6.6758904585338765,8.844890296848176,1,healthy,spring
etc,17.9,81.3,24.575890458533877,26.744890296848176,3.3949512917400764,etc_22,6.6758904585338765,8.844890296848176,1,healthy,spring
etc,17.9,81.3,24.575890458533877,26.744890296848176,3.3949512917400764,etc_22,6.6758904585338765,8.844890296848176,1,healthy,spring
etc,17.9,81.3,24.575890458533877,26.744890296848176,3.3949512917400764,etc_22,6.6758904585338765,8.844890296848176,1,healthy,spring
etc,17.9,81.3,25.15538268858773,26.744890296848176,3.8578991951591775,etc_22,7.25538268858773,8.844890296848176,1,healthy,summer
etc,17.9,81.3,25.15538268858773,26.744890296848176,3.8578991951591775,etc_22,7.25538268858773,8.844890296848176,1,healthy,summer
etc,17.9,81.3,25.15538268858773,26.744890296848176,3.8578991951591775,etc_22,7.25538268858773,8.844890296848176,1,healthy,summer
etc,17.9,81.3,25.15538268858773,26.744890296848176,3.8578991951591775,etc_22,7.25538268858773,8.844890296848176,1,healthy,summer
etc,17.8,81.4,24.988529275304174,26.648529275304178,2.771501052261998,etc_23,7.188529275304175,8.848529275304175,1,healthy,winter
etc,17.8,81.4,24.988529275304174,26.648529275304178,2.771501052261998,etc_23,7.188529275304175,8.848529275304175,1,healthy,winter
etc,17.8,81.4,24.988529275304174,26.648529275304178,2.771501052261998,etc_23,7.188529275304175,8.848529275304175,1,healthy,winter
etc,17.8,81.4,24.988529275304174,26.648529275304178,2.771501052261998,etc_23,7.188529275304175,8.848529275304175,1,healthy,winter
etc,17.8,81.4,25.53997075836185,26.648529275304178,3.048651157488198,etc_23,7.739970758361849,8.848529275304175,1,healthy,spring
etc,17.8,81.4,25.53997075836185,26.648529275304178,3.048651157488198,etc_23,7.739970758361849,8.848529275304175,1,healthy,spring
etc,17.8,81.4,25.53997075836185,26.648529275304178,3.048651157488198,etc_23,7.739970758361849,8.848529275304175,1,healthy,spring
etc,17.8,81.4,25.53997075836185,26.648529275304178,3.048651157488198,etc_23,7.739970758361849,8.848529275304175,1,healthy,spring
etc,17.8,81.4,26.101436015909844,26.648529275304178,3.4643763153274976,etc_23,8.301436015909843,8.848529275304175,1,healthy,summer
etc,17.8,81.4,26.101436015909844,26.648529275304178,3.4643763153274976,etc_23,8.301436015909843,8.848529275304175,1,healthy,summer
etc,17.8,81.4,26.101436015909844,26.648529275304178,3.4643763153274976,etc_23,8.301436015909843,8.848529275304175,1,healthy,summer
etc,17.8,81.4,26.101436015909844,26.648529275304178,3.4643763153274976,etc_23,8.301436015909843,8.848529275304175,1,healthy,summer
etc,17.8,81.4,24.31019336388296,25.890193363882958,3.27715058423763,etc_24,6.5101933638829586,8.090193363882957,1,healthy,winter
etc,17.8,81.4,24.31019336388296,25.890193363882958,3.27715058423763,etc_24,6.5101933638829586,8.090193363882957,1,healthy,winter
etc,17.8,81.4,24.31019336388296,25.890193363882958,3.27715058423763,etc_24,6.5101933638829586,8.090193363882957,1,healthy,winter
etc,17.8,81.4,24.31019336388296,25.890193363882958,3.27715058423763,etc_24,6.5101933638829586,8.090193363882957,1,healthy,winter
etc,17.8,81.4,24.894456265271707,25.890193363882958,3.604865642661393,etc_24,7.094456265271707,8.090193363882957,1,healthy,spring
etc,17.8,81.4,24.894456265271707,25.890193363882958,3.604865642661393,etc_24,7.094456265271707,8.090193363882957,1,healthy,spring
etc,17.8,81.4,24.894456265271707,25.890193363882958,3.604865642661393,etc_24,7.094456265271707,8.090193363882957,1,healthy,spring
etc,17.8,81.4,24.894456265271707,25.890193363882958,3.604865642661393,etc_24,7.094456265271707,8.090193363882957,1,healthy,spring
etc,17.8,81.4,25.75068933238831,25.890193363882958,4.0964382302970375,etc_24,7.950689332388307,8.090193363882957,1,healthy,summer
etc,17.8,81.4,25.75068933238831,25.890193363882958,4.0964382302970375,etc_24,7.950689332388307,8.090193363882957,1,healthy,summer
etc,17.8,81.4,25.75068933238831,25.890193363882958,4.0964382302970375,etc_24,7.950689332388307,8.090193363882957,1,healthy,summer
etc,17.8,81.4,25.75068933238831,25.890193363882958,4.0964382302970375,etc_24,7.950689332388307,8.090193363882957,1,healthy,summer
etc,17.8,81.8,24.334141909274727,25.974141909274728,3.3061809787171605,etc_25,6.534141909274726,8.174141909274725,1,healthy,winter
etc,17.8,81.8,24.334141909274727,25.974141909274728,3.3061809787171605,etc_25,6.534141909274726,8.174141909274725,1,healthy,winter
etc,17.8,81.8,24.334141909274727,25.974141909274728,3.3061809787171605,etc_25,6.534141909274726,8.174141909274725,1,healthy,winter
etc,17.8,81.8,24.334141909274727,25.974141909274728,3.3061809787171605,etc_25,6.534141909274726,8.174141909274725,1,healthy,winter
etc,17.8,81.8,24.894269412058158,25.974141909274728,3.636799076588877,etc_25,7.094269412058158,8.174141909274725,1,healthy,spring
etc,17.8,81.8,24.894269412058158,25.974141909274728,3.636799076588877,etc_25,7.094269412058158,8.174141909274725,1,healthy,spring
etc,17.8,81.8,24.894269412058158,25.974141909274728,3.636799076588877,etc_25,7.094269412058158,8.174141909274725,1,healthy,spring
